2026-08-14	588ad589971d0dc8e52e4bf9c787f5b591dee128	5.7.7-JC4827-TEST
2026-08-14	7b9f94bdf15609765e7b219a2a208c75c9ca5cfc	5.7.6-JC4827-TEST
2026-08-14	2011219f7148381591f825657728cba6d96cc752	5.7.5-JC4827-TEST
2026-08-14	e674023d273d5cdcdc40bc663e9e993e6a4f8839	5.7.3-JC4827-TEST
2026-08-14	359844977419fb74e11583d1625089a4dfff2dcd	5.7.2-JC4827
2026-08-13	1b6a9d287711aa46730f7c2c034c0bd54537d34f	5.7.1-JC4827
2026-08-11	0cd88c2a272fee2e3503b0bf6b50343cbc19fa23	5.6.4-JC4827
2026-08-10	aa15d6b8b0da624f67c3f5dba78c68a53e2c858f	5.6.1-JC4827
2026-08-07	e884bb5bdffe4245225a46c61fecfdb9d3a29ced	5.6.0-JC4827
2026-08-06	c4fbdb6928a3de97e53102f6f74df4b97503af6c	5.5.5-JC4827
2026-08-06	3790d1c5cb2ed68dee9c4358960cccf898cd42ea	5.5.2-JC4827
2026-08-05	d0b2b7d82162dc0c011215ed28d395339a2077ed	5.4.2-JC4827
2026-08-05	c09ba7228bdfee82bf174eac8d9f50a21026831d	5.4.1-JC4827
2026-08-04	7c8ac071c84f5821b502c5288433f9ef8fb6789b	5.4.0-JC4827
2026-08-03	92944d0d0f05841628e9844e160a17c332006156	5.3.3-JC4827
